,employer,link,location,position_title,salary,excel,python,r,java,c,c++,matlab,sas,sql,tableau,hadoop,spark,power bi,tensorflow,keras,pytorch,theano,caffe,communication,problem solving,project management,consulting,presentation,leadership,documentation,marketing,lead,time management,collaborate,organize
63,Procom,https://job-openings.monster.ca/product-owner-data-analytics-reporting-solutions-mississauga-on-ca-procom/221884413,"Mississauga, ON",Product Owner - Data Analytics & Reporting Solutions,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,T.E.S. Employment Solution,https://job-openings.monster.ca/data-protection-security-engineer-montreal-qc-ca-t-e-s-employment-solution/221887107,"MONTREAL, QC",Data Protection Security Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,TalentBurst Inc,https://job-openings.monster.ca/data-science-manager-toronto-on-ca-talentburst-inc/221864030,"Toronto, ON",Data Science Manager,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
66,Procom,https://job-openings.monster.ca/senior-java-developer-big-data-analysis-toronto-on-ca-procom/221882004,"Toronto, ON","Senior Java Developer, Big Data Analysis",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,T.E.S. Employment Solution,https://job-openings.monster.ca/data-engineer-toronto-on-ca-t-e-s-employment-solution/221886988,"TORONTO, ON",Data Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68,T.E.S. Employment Solution,https://job-openings.monster.ca/analytics-developers-dev-ops-advanced-analytics-data-science-regina-sk-ca-t-e-s-employment-solution/221886957,"REGINA, SK",Analytics Developers (Dev Ops/Advanced Analytics/Data Science),,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Randstad,https://job-openings.monster.ca/admin-assistant-data-entry-paris-on-ca-randstad/221883505,"Paris, ON",Admin Assistant Data Entry,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Procom,https://job-openings.monster.ca/data-engineer-toronto-on-ca-procom/221884414,"Toronto, ON",Data Engineer,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Procom,https://job-openings.monster.ca/data-architect-edmonton-ab-ca-procom/221883085,"Edmonton, AB",Data Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
72,Eagle Professional Resources,https://job-openings.monster.ca/crm-data-architect-–-senior-ottawa-on-ca-eagle-professional-resources/221865365,"Ottawa, ON",CRM Data Architect – Senior,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Randstad,https://job-openings.monster.ca/data-engineer-montreal-qc-ca-randstad/221883241,"Montreal, QC",Data Engineer,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Procom,https://job-openings.monster.ca/database-administrator-–-hadoop-big-data-cluster-toronto-on-ca-procom/221831505,"Toronto, ON",Database Administrator – Hadoop Big Data Cluster,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Procom,https://job-openings.monster.ca/data-engineer-–-hadoop-hive-toronto-on-ca-procom/221832117,"Toronto, ON",Data Engineer – Hadoop/Hive,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Randstad,https://job-openings.monster.ca/data-coordinator-brampton-brampton-on-ca-randstad/221810877,"Brampton, ON",Data  Coordinator - Brampton,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Ram Industries Inc.,https://job-openings.monster.ca/controller-yorkton-sk-ca-ram-industries-inc/221719872,"YORKTON, SK",Controller,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
78,Cowichan Valley School District,https://job-openings.monster.ca/student-information-system-manager-duncan-bc-ca-cowichan-valley-school-district/221731375,"DUNCAN, BC",Student Information System Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
79,covenant central academy,https://job-openings.monster.ca/educational-marketing-consultant-north-york-on-ca-covenant-central-academy/216381532,"North York, ON",Educational Marketing Consultant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Lionbridge Deutschland GmbH,https://job-openings.monster.ca/maps-quality-analyst-french-m-f-d-ottawa-on-ca-lionbridge-deutschland-gmbh/220706863,"Ottawa, ON",Maps Quality Analyst French (m/f/d),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,EXP Service Inc,https://job-openings.monster.ca/engineering-service-project-manager-brampton-on-ca-exp-service-inc/221589560,"BRAMPTON, ON",Engineering Service Project Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Job Skills,https://job-openings.monster.ca/client-care-coordinator-brampton-on-ca-job-skills/221587636,"Brampton, ON",Client Care Coordinator,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
83,OTTAWA CARDIOVASCULAR CENTRE,https://job-openings.monster.ca/nuclear-medicine-technologist-ottawa-on-ca-ottawa-cardiovascular-centre/221548714,"OTTAWA, ON",Nuclear Medicine Technologist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,NterOne Canada Corporation,https://job-openings.monster.ca/senior-systems-architect-navan-on-ca-nterone-canada-corporation/221481494,"NAVAN, ON",Senior Systems Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
85,POS King Software Inc. DBA POS KING,https://job-openings.monster.ca/vice-general-manager-noc-0013-richmond-bc-ca-pos-king-software-inc-dba-pos-king/221515508,"RICHMOND, BC",Vice General Manager (NOC 0013),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
86,Affiliated Property Group,https://job-openings.monster.ca/real-estate-administrative-assistant-nepean-on-ca-affiliated-property-group/221449142,"Nepean, ON",Real Estate Administrative Assistant,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Survalent Technology,https://job-openings.monster.ca/release-manager-brampton-on-ca-survalent-technology/221471767,"BRAMPTON, ON",Release Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Pacific Western Brewing,https://job-openings.monster.ca/assistant-controller-burnaby-bc-ca-pacific-western-brewing/221471996,"BURNABY, BC",Assistant Controller,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
89,Fancy Tour,https://job-openings.monster.ca/event-program-planner-north-york-on-ca-fancy-tour/217444886,"North York, ON",Event & Program Planner,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Sew Industries,https://job-openings.monster.ca/cfo-scarborough-on-ca-sew-industries/221421342,"SCARBOROUGH, ON",CFO,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
91,Akuna Health Products Inc.,https://job-openings.monster.ca/channel-sales-manager-mississauga-on-ca-akuna-health-products-inc/221296060,"MISSISSAUGA, ON",Channel Sales Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,Diversified Ulbrich,https://job-openings.monster.ca/accounting-supervisor-toronto-on-ca-diversified-ulbrich/214933356,"Toronto, ON",Accounting Supervisor,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,GIC Merchant Bank Corporation,https://job-openings.monster.ca/operations-manager-banking-investment-toronto-on-ca-gic-merchant-bank-corporation/221229988,"TORONTO, ON",Operations Manager - Banking and Investment,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Biyork Materials Canada Inc.,https://job-openings.monster.ca/marketing-coordinator-markham-on-ca-biyork-materials-canada-inc/220773584,"Markham, ON",Marketing Coordinator,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95,Richmond Day,https://job-openings.monster.ca/senior-full-stack-developer-toronto-on-ca-richmond-day/218186306,"TORONTO, ON",Senior Full Stack Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Golden Sun Capital Investment Inc.,https://job-openings.monster.ca/financial-analyst-markham-on-ca-golden-sun-capital-investment-inc/219376954,"MARKHAM, ON",Financial Analyst,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
97,Magna International Inc.,https://job-openings.monster.ca/manufacturing-engineer-brampton-rexdale-on-ca-magna-international-inc/221634322,"Brampton and Rexdale, ON",Manufacturing Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,GaN Systems Inc.,https://job-openings.monster.ca/technical-development-engineer-kanata-on-ca-gan-systems-inc/221117655,"KANATA, ON",Technical Development Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
99,Mobilecomm Professionals Inc,https://job-openings.monster.ca/architect-senior-em-toronto-on-ca-mobilecomm-professionals-inc/221409522,"Toronto, ON",Architect Senior EM,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
100,Drakkar,https://job-openings.monster.ca/administrative-assistant-laval-qc-ca-drakkar/221376536,"Laval, QC",Administrative assistant,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
101,Ferrovial Services,https://job-openings.monster.ca/sand-camp-foreman-york-mississauga-on-mississauga-on-ca-ferrovial-services/221597517,"Mississauga, ON","Sand Camp Foreman (York) - Mississauga, ON",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Soroc Technology Inc,https://job-openings.monster.ca/senior-solutions-architect-toronto-on-ca-soroc-technology-inc/221552975,"Toronto, ON",Senior Solutions Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,SAZAN CONSULTING INC.,https://job-openings.monster.ca/administrative-officer-scarborough-on-ca-sazan-consulting-inc/221937158,"SCARBOROUGH, ON",ADMINISTRATIVE OFFICER,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Quest Software,https://job-openings.monster.ca/senior-azure-developer-woodbridge-on-ca-quest-software/221310853,"Woodbridge, ON",Senior Azure Developer,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
105,BLUE VALOREM SOLUTIONS INC.,https://job-openings.monster.ca/it-information-technology-consultant-toronto-on-ca-blue-valorem-solutions-inc/221937118,"TORONTO, ON",IT (INFORMATION TECHNOLOGY) CONSULTANT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Nortown Moving and Self-Storage,https://job-openings.monster.ca/administrative-assistant-noc-1241-richmond-hill-on-ca-nortown-moving-self-storage/218908523,"Richmond Hill, ON",Administrative Assistant NOC 1241,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"Massiv Die-Form, a Division of Magna International Inc.",https://job-openings.monster.ca/senior-program-manager-brampton-on-ca-massiv-die-form-a-division-of-magna-international-inc/221296278,"Brampton, ON",Senior Program Manager,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
108,Husky Injection Molding Systems,https://job-openings.monster.ca/project-specialist-human-resources-bolton-on-ca-husky-injection-molding-systems/221493954,"Bolton, ON","Project Specialist, Human Resources",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
109,AGF Machining Solutions Inc.,https://job-openings.monster.ca/set-up-technician-guelph-on-ca-agf-machining-solutions-inc/220956054,"GUELPH, ON",Set Up Technician,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,TECHPARLEE CONSULTING LTD.,https://job-openings.monster.ca/administrative-officer-oshawa-on-ca-techparlee-consulting-ltd/221814839,"OSHAWA, ON",ADMINISTRATIVE OFFICER,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,IDI I-Tech Development INC.,https://job-openings.monster.ca/media-advertising-manager-markham-on-ca-idi-i-tech-development-inc/220917668,"MARKHAM, ON",Media advertising manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,GetAssist Inc.,https://job-openings.monster.ca/sales-development-representative-calgary-ab-ca-getassist-inc/221338877,"Calgary, AB",Sales Development Representative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Financial Eastern Star,https://job-openings.monster.ca/marketing-manager-noc-0124-ottawa-on-ca-financial-eastern-star/219970592,"OTTAWA, ON",Marketing Manager (NOC: 0124),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,Bartech Canada,https://job-openings.monster.ca/senior-application-engineer-solar-newmarket-on-ca-bartech-canada/221581219,"Newmarket, ON",Senior Application Engineer - Solar,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Impellam North America,https://job-openings.monster.ca/technical-bilingual-customer-service-representative-electrical-burlington-on-ca-impellam-north-america/220839947,"Burlington, ON",Technical Bilingual Customer Service Representative - Electrical,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
116,Belief Consulting Inc.,https://job-openings.monster.ca/marketing-manager-richmond-hill-on-ca-belief-consulting-inc/221420741,"RICHMOND HILL, ON",Marketing Manager,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,Piramal Healthcare (Canada) Limited,https://job-openings.monster.ca/production-technician-ii-noc-9232-aurora-on-ca-piramal-healthcare-canada-limited/219150521,"AURORA, ON",Production Technician II (NOC 9232),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
118,The Hillman Group Canada,https://job-openings.monster.ca/forklift-operator-burnaby-bc-urgent-hiring-burnaby-bc-ca-the-hillman-group-canada/221369532,"Burnaby, BC","Forklift Operator - Burnaby, BC (Urgent Hiring)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
119,Konecranes Inc,https://job-openings.monster.ca/business-controller-burlington-on-ca-konecranes-inc/222055199,"Burlington, ON",Business Controller,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,BERENDSEN FLUID POWER,https://job-openings.monster.ca/inside-sales-winnipeg-mb-ca-berendsen-fluid-power/222044062,"Winnipeg, MB",INSIDE SALES,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Penske,https://job-openings.monster.ca/ptl-canada-service-administrator-delta-bc-ca-penske/221627502,"Delta, BC",(PTL Canada) Service Administrator,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Virtusa,https://job-openings.monster.ca/cloud-adoption-engineer-toronto-on-ca-virtusa/207495690,"Toronto, ON",Cloud Adoption Engineer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Aecon,https://job-openings.monster.ca/project-engineer-windsor-on-ca-aecon/221629967,"Windsor, ON",Project Engineer,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
124,Ian Martin Group Inc,https://job-openings.monster.ca/salesforce-technical-lead-north-york-on-ca-ian-martin-group-inc/221979753,"North York, ON",Salesforce Technical Lead,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
125,McGinn Engineering & Preservation Ltd.,https://job-openings.monster.ca/architectural-draftsperson-1-vacancy-vancouver-bc-ca-mcginn-engineering-preservation-ltd/218941664,"Vancouver, BC",Architectural Draftsperson (1 Vacancy),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
126,Concentrix,https://job-openings.monster.ca/lead-generation-representative-oshawa-on-ca-concentrix/221384144,"Oshawa, ON",Lead Generation Representative,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
127,CoreHR Solutions Inc,https://job-openings.monster.ca/bigdata-spark-support-operation-maintenance-toronto-on-ca-corehr-solutions-inc/221591996,"TORONTO, ON",BigData/Spark Support/operation/maintenance,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Velocity Transport,https://job-openings.monster.ca/bookkeeper-1-limehouse-on-ca-velocity-transport/216125005,"Limehouse, ON",Bookkeeper(1),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Seaspan ULC,https://job-openings.monster.ca/project-engineer-integrated-logistics-support-north-vancouver-bc-ca-seaspan-ulc/221934632,"North Vancouver, BC","Project Engineer, Integrated Logistics Support",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
130,Neb Solutions Inc.,https://job-openings.monster.ca/telecommunications-technician-mississauga-on-ca-neb-solutions-inc/221960290,"Mississauga, ON",Telecommunications Technician,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
