,employer,link,location,position_title,salary,excel,python,r,java,c,c++,matlab,sas,sql,tableau,hadoop,spark,power bi,tensorflow,keras,pytorch,theano,caffe,communication,problem solving,project management,consulting,presentation,leadership,documentation,marketing,lead,time management,collaborate,organize
351,Flir,https://job-openings.monster.ca/vp-engineering-richmond-ca-flir/f4044f43-ee9d-4c37-97c3-75724cbe2090,Richmond,VP Engineering,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Complete Genomics,https://job-openings.monster.ca/field-service-engineer-canada-vancouver-canada-ca-complete-genomics/f39eda5a-c4de-4aab-b20c-c7c7915adf75,"Vancouver, Canada","Field Service Engineer, Canada",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
353,Matador AI,https://job-openings.monster.ca/qa-technical-writer-qc-qc-ca-matador-ai/f3813e13-0165-4177-9769-652102a2bc34,"QC, QC",QA and technical writer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
354,Quantcast Corporation,https://job-openings.monster.ca/responsibilities-toronto-ca-quantcast-corporation/f371490d-cd57-495f-939d-78fbe6f5154a,Toronto,Responsibilities,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Golder,https://job-openings.monster.ca/junior-water-resources-engineer-saskatoon-sk-ca-golder/f0b81802-d5d0-43ce-a1cf-2ddbef4056a7,"SASKATOON, SK",Junior Water Resources Engineer,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
356,Staff Plus,https://job-openings.monster.ca/millwright-newmarket-ca-staff-plus/f045a273-197c-4b90-8d29-401ff9f0cbbb,Newmarket,Millwright,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Blackberry Limited,https://job-openings.monster.ca/director-senior-director-government-affairs-public-policy-u-s-washington-dc-ca-blackberry-limited/efc49652-dcbf-41c7-93cd-2fcb709f2473,"Washington, DC","Director/Senior Director, Government Affairs and Public Policy - U.S.",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Metalogic Inspection Services,https://job-openings.monster.ca/cto-principal-architect-ab-ab-ca-metalogic-inspection-services/ef60ecbc-ae45-4a41-aecc-3d89d825e32c,"AB, AB",CTO - Principal Architect,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
359,AGS Automotive,https://job-openings.monster.ca/maintenance-supervisor-cambridge-on-ca-ags-automotive/eee85805-5c0a-4913-a2ea-c12ae266a87e,"Cambridge, ON",Maintenance Supervisor,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Avail,https://job-openings.monster.ca/senior-full-stack-engineer-elixir-phoenix-vue-js-on-on-ca-avail/ee4eb598-7c38-4dc6-b88a-30baab4df10b,"ON, ON","Senior Full Stack Engineer (Elixir, Phoenix, Vue.js)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
361,Centre for Addiction and Mental Health,https://job-openings.monster.ca/research-analyst-toronto-on-ca-centre-for-addiction-mental-health/ee269d8b-5926-4851-8355-73edee5a89ca,"Toronto, ON",Research Analyst,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
362,Bay Street Staffing,https://job-openings.monster.ca/vp-of-investment-sales-vancouver-south-grandview-woodlands-ne-kensington-bc-ca-bay-street-staffing/ed6472a2-284c-4e07-9377-526e6778f3e0,"Vancouver (South Grandview-Woodlands / NE Kensington), BC",VP of Investment Sales,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Yoush Consulting,https://job-openings.monster.ca/rq00207-systems-testing-qa-specialist-level-1-salesforce-toronto-on-ca-yoush-consulting/ec4b7e5e-c609-4924-9e9b-f9482c4250c0,"Toronto, ON",RQ00207 - Systems Testing/QA Specialist - Level 1 (Salesforce),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
364,Prenuvo Inc.,https://job-openings.monster.ca/mri-radiographer-vancouver-bc-ca-prenuvo-inc/ec06af1e-5bc6-4516-9906-86a2c03132a1,"Vancouver, BC",MRI Radiographer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
365,Cloudreach,https://job-openings.monster.ca/senior-cloud-operations-engineer-vancouver-bc-ca-cloudreach/ea37ccb1-779b-49db-a6dd-eb4177e3ee36,"Vancouver, BC",Senior Cloud Operations Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
366,Premier Research Group,https://job-openings.monster.ca/principal-biostatistician-mississauga-on-ca-premier-research-group/e942a6c6-b34b-45d4-b4ad-93f856c17ccc,"Mississauga, ON",Principal Biostatistician,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
367,Knowtions Research,https://job-openings.monster.ca/quality-assurance-lead-toronto-on-ca-knowtions-research/e910e31e-a8a7-4063-987d-a15db6a61de3,"Toronto, ON",Quality Assurance Lead,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
368,FUJIFILM,https://job-openings.monster.ca/senior-digital-electronics-developer-toronto-on-ca-fujifilm/e804016c-a7f4-4bc0-b6a5-2b7c32751aaf,"Toronto, ON",Senior Digital Electronics Developer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
369,Qualcomm,https://job-openings.monster.ca/embedded-display-software-engineer-ca-qualcomm/e7fe9fd7-42bb-4506-bd5a-82be65ca96cd,,Embedded Display Software Engineer,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
370,Canada Life Assurance Company,https://job-openings.monster.ca/director-corporate-actuarial-winnipeg-mb-ca-canada-life-assurance-company/e59ec14d-dffd-4276-aade-1f4fd8862159,"Winnipeg, MB",Director Corporate Actuarial,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
371,CAE,https://job-openings.monster.ca/analyste-financier-fp-a-financial-analyst-fp-a-montreal-st-laurent-ca-cae/e396134b-8665-41c7-9270-3aefac6adc1c,Montreal (St. Laurent),Analyste financier FP&A/ Financial Analyst FP&A,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Nuagem,https://job-openings.monster.ca/back-end-developper-android-ios-montréal-qc-ca-nuagem/e2d96f58-f4a6-40e4-b61d-d239877ccaa4,"Montréal, QC","Back end developper (Android , Ios)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Acuity Brands,https://job-openings.monster.ca/firmware-engineer-multiple-roles-1-job-qc-ca-acuity-brands/e0c898c9-5ab7-4161-9857-d6321c65a1ba,QC,Firmware Engineer- Multiple roles! 1 Job,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,PAT_Solutions Test,https://job-openings.monster.ca/data-supply-chain-senior-manager-toronto-on-ca-pat-solutions-test/e02e5cb8-a5d9-43f3-980b-084d432de8d2,"Toronto, ON",Data Supply Chain Senior Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Jungle Scout,https://job-openings.monster.ca/associate-engineer-data-vancouver-bc-ca-jungle-scout/df9bd0ea-d964-467d-9ab0-268b683e573b,"Vancouver, BC","Associate Engineer, Data",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Sitecore,https://job-openings.monster.ca/cloud-automation-developer-devops-engineer-gatineau-ottawa-ca-sitecore/defb7c9c-983f-473c-8f10-76156eecdfb3,Gatineau/Ottawa,Cloud Automation Developer / DevOps Engineer,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Tenstorrent,https://job-openings.monster.ca/digital-design-engineer-canada-2021-new-grads-on-on-ca-tenstorrent/dead7d4c-87fd-4cbd-9b94-e8b4ca697025,"ON, ON",Digital Design Engineer [Canada] - 2021 New Grads,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
378,MakerKids Toronto,https://job-openings.monster.ca/instructor-ca-makerkids-toronto/dd94cb04-8604-42a9-a7d9-7d62d10eeb04,,Instructor,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
379,Wood Plc,https://job-openings.monster.ca/senior-hydrogeologist-burnaby-bc-ca-wood-plc/dcd5e932-90af-4c0e-9a64-0b0d5afd83c6,"Burnaby, BC",Senior Hydrogeologist,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Clearpath Robotics,https://job-openings.monster.ca/controller-kitchener-on-ca-clearpath-robotics/dca0c744-1771-4d56-8dce-2f0d239c1c61,"Kitchener, ON",Controller,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Procter & Gamble,https://job-openings.monster.ca/manufacturing-engineering-technical-managers-2020-start-dates-ontario-ca-procter-gamble/daed8d6c-7fd3-4382-8a53-99b59ba75553,Ontario,Manufacturing & Engineering Technical Managers - 2020 Start Dates,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
382,Index,https://job-openings.monster.ca/sem-seo-specialist-intermediate-senior-montreal-qc-ca-index/d9c42380-ba0a-46bd-bb00-4e085eb2e298,"Montreal, QC",SEM & SEO Specialist  Intermediate / Senior,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
383,Drilling Info,https://job-openings.monster.ca/data-science-intern-calgary-ab-ca-drilling-info/d694ca02-0c89-4e58-97d1-4a100d9f2410,"Calgary, AB",Data Science Intern,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,FreshBooks,https://job-openings.monster.ca/software-engineer-cloud-infrastructure-zagreb-croatia-ca-freshbooks/d68ed49f-9cb1-41ae-af4f-27fa6360edc8,"Zagreb, Croatia",Software Engineer (Cloud Infrastructure),,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,Turbulent,https://job-openings.monster.ca/designer-de-niveaux-level-designer-star-citizen-qc-qc-ca-turbulent/d65c800d-bec8-4cac-bae8-f270241dc62b,"QC, QC",Designer de niveaux / Level Designer (Star Citizen),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
386,Wind River,https://job-openings.monster.ca/engineering-manager-kanata-ca-wind-river/d56e0664-b979-49b7-807b-c66666db4e06,Kanata,Engineering Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
387,"Red Pill VR, Inc.",https://job-openings.monster.ca/npc-engineer-1-montreal-qc-ca-red-pill-vr-inc/d55a4566-d9bf-42a2-abb7-ee307b00685d,"Montreal, QC",NPC Engineer 1,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Critical Mass Inc,https://job-openings.monster.ca/marketing-science-lead-calgary-ab-ca-critical-mass-inc/d49b1247-38c6-41e9-9c6d-bb7b20dd337d,"Calgary, AB",Marketing Science Lead,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
389,Galvion,https://job-openings.monster.ca/director-financial-planning-analysis-qc-qc-ca-galvion/d3ab6aac-30f4-4c57-b623-5675140a2e8d,"QC, QC","Director, Financial Planning & Analysis",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
390,Aviva,https://job-openings.monster.ca/senior-actuarial-analyst-personal-insurance-street-pricing-markham-ca-aviva/d3933e9b-02e8-44e5-831f-954814f06749,Markham,"Senior Actuarial Analyst, Personal Insurance Street Pricing",,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
391,BloomReach,https://job-openings.monster.ca/staff-engineer-remote-us-mountain-view-ca-ca-bloomreach/d2814871-c94e-40a9-824b-21813272f597,"Mountain View, CA",Staff Engineer (Remote US),,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Microchip,https://job-openings.monster.ca/master-specialist-supply-chain-burnaby-ca-microchip/ce9c2911-93e9-4aac-92bb-1cebb183a232,Burnaby,Master Specialist-Supply Chain,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
393,Steven Cardwell Recruitment / Engineering Search Firm Inc,https://job-openings.monster.ca/intermediate-software-v-v-ca-steven-cardwell-recruitment-engineering-search-firm-inc/ce572260-78b7-45cd-9692-c339b5f87f61,,Intermediate Software V&V,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
394,Philips Lighting,https://job-openings.monster.ca/demand-planner-markham-ca-philips-lighting/cdba2293-45e2-49da-98f6-6522f605937a,Markham,Demand Planner,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
395,Flybits,https://job-openings.monster.ca/technical-writer-toronto-on-ca-flybits/ccd91dab-7d4c-4dfb-be59-835b707638f9,"Toronto, ON",Technical Writer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
396,"FLIR Systems, Inc.",https://job-openings.monster.ca/material-handler-pm-shift-richmond-bc-ca-flir-systems-inc/cc8187f7-8894-4fbc-bc9d-bbee60695816,"Richmond, BC",Material Handler(PM Shift),,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,HCR,https://job-openings.monster.ca/automation-technician-three-shift-rotation-london-on-ca-hcr/cbb82c80-1ed4-4491-bfb1-5e93ee27143e,"London, ON",Automation Technician - three shift rotation,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,University of Waterloo,https://job-openings.monster.ca/research-coordinator-waterloo-on-ca-university-of-waterloo/cb418b4e-f363-4bd5-9130-627f1a695a9a,"Waterloo, ON",Research Coordinator,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
399,Blue Chip Recruiting Ltd.,https://job-openings.monster.ca/senior-data-analyst-regulatory-compliance-remote-ca-blue-chip-recruiting-ltd/ca99af32-1b91-4422-80bf-21e0fcaa6f61,Remote,"Senior Data Analyst, Regulatory Compliance",,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
400,Morgan Stanley,https://job-openings.monster.ca/quantitative-specialist-–-data-strategy-3156103-montreal-qc-ca-morgan-stanley/ca3e79c2-fe55-4787-9bf6-34144d1bdb16,"Montreal, QC",Quantitative Specialist – Data Strategy 3156103,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Activision Publishing Inc.,https://job-openings.monster.ca/sr-multiplayer-engineer-toys-for-bob-vancouver-bc-ca-activision-publishing-inc/c89a0046-10c5-4aef-88c3-b7cdbd9fee78,"Vancouver, BC",Sr. Multiplayer Engineer - Toys for Bob,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Takeda Pharmaceutical,https://job-openings.monster.ca/crm-manager-canada-ca-takeda-pharmaceutical/c8598b02-1a1e-4da8-a89f-63522c7a04aa,Canada,CRM Manager,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Trillium Health Partners,https://job-openings.monster.ca/laboratory-manager-pre-analytics-clinical-genetics-ca-trillium-health-partners/c7fe60ad-34bf-4c14-87cd-2a7a1a186754,,"Laboratory Manager, Pre-Analytics / Clinical Genetics",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
404,Enbridge Inc,https://job-openings.monster.ca/advisor-investment-review-calgary-ab-ca-enbridge-inc/c23b3f05-2a4c-496e-bd4b-21424d76ace5,"Calgary, AB",Advisor Investment Review,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Interac,https://job-openings.monster.ca/analytics-engineering-senior-specialist-toronto-on-ca-interac/bdd566a3-62da-4369-8c8c-6c4fbdbb2224,"Toronto, ON",Analytics Engineering Senior Specialist,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,PAT_RTP Testing Account,https://job-openings.monster.ca/business-development-montreal-qc-ca-pat-rtp-testing-account/bdbff214-3bd7-4681-aee6-3ce5d7efcdb4,"Montreal, QC",Business Development -,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Terri Rennie Consulting Inc.,https://job-openings.monster.ca/maintenance-electrician-permanent-full-time-concord-on-ca-terri-rennie-consulting-inc/bda7d1d7-62c2-4b7d-835b-9f6cd3ceaea0,"Concord, ON",Maintenance Electrician - Permanent Full Time,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Loblaw Digital,https://job-openings.monster.ca/merchandising-strategy-co-op-toronto-on-ca-loblaw-digital/bcdfc0f2-50b8-41a9-96b5-271fb4f99e3e,"Toronto, ON",Merchandising Strategy Co-op,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
409,Clearly,https://job-openings.monster.ca/senior-full-stack-engineer-vancouver-bc-ca-clearly/bc05f525-9275-4198-b2ac-b8774c21e18e,"Vancouver, BC",Senior Full Stack Engineer,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
410,Bus.com,https://job-openings.monster.ca/data-scientist-montreal-qc-ca-bus-com/bacba75d-bec7-4a90-a7e5-011d5dd5a65c,"Montreal, QC",Data Scientist,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,iManage,https://job-openings.monster.ca/i-want-to-work-at-imanage-in-toronto-toronto-on-ca-imanage/b70fdccb-0b80-441d-84f5-a077b1fe422c,"Toronto, ON",I want to work at iManage in Toronto,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
412,MakerKids,https://job-openings.monster.ca/instructor-work-from-home-on-on-ca-makerkids/b6a8682b-b3fa-4fcd-8840-650d5401bbaf,"ON, ON",Instructor (Work From Home),,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
